0.0199980241	-88.0030366192	-0.0000001721	
0.0399980241	-88.0030397098	-0.0000001721	
0.0599980241	-88.0030428000	-0.0000001721	
0.0799980241	-88.0030458900	-0.0000001721	
0.0999980241	-88.0030489796	-0.0000001721	
0.1199980241	-88.0030520690	-0.0000001721	
0.1399980241	-88.0030551581	-0.0000001721	
0.1599980241	-88.0030582469	-0.0000001721	
0.1799980241	-88.0030613354	-0.0000001721	
0.1999980241	-88.0030644237	-0.0000001721	
0.2199980241	-88.0030675116	-0.0000001721	
0.2399980241	-88.0030705993	-0.0000001721	
0.2599980241	-88.0030736867	-0.0000001721	
0.2799980241	-88.0030767738	-0.0000001721	
0.2999980241	-88.0030798606	-0.0000001721	
0.3199980241	-88.0030829471	-0.0000001721	
0.3399980241	-88.0030860333	-0.0000001721	
0.3599980241	-88.0030891193	-0.0000001721	
0.3799980241	-88.0030922049	-0.0000001721	
0.3999980241	-88.0030952903	-0.0000001721	
0.4199980241	-88.0030983754	-0.0000001721	
0.4399980241	-88.0031014602	-0.0000001721	
0.4599980241	-88.0031045447	-0.0000001721	
0.4799980241	-88.0031076290	-0.0000001721	
0.4999980241	-88.0031107129	-0.0000001721	
0.5199980241	-88.0031137966	-0.0000001721	
0.5399980240	-88.0031168799	-0.0000001721	
0.5599980240	-88.0031199630	-0.0000001721	
0.5799980240	-88.0031230458	-0.0000001721	
0.5999980240	-88.0031261284	-0.0000001721	
0.6199980240	-88.0031292106	-0.0000001721	
0.6399980240	-88.0031322925	-0.0000001721	
0.6599980240	-88.0031353742	-0.0000001721	
0.6799980240	-88.0031384556	-0.0000001721	
0.6999980240	-88.0031415367	-0.0000001721	
0.7199980240	-88.0031446175	-0.0000001721	
0.7399980240	-88.0031476980	-0.0000001721	
0.7599980240	-88.0031507782	-0.0000001721	
0.7799980240	-88.0031538582	-0.0000001721	
0.7999980240	-88.0031569378	-0.0000001721	
0.8199980240	-88.0031600172	-0.0000001721	
0.8399980240	-88.0031630963	-0.0000001721	
0.8599980240	-88.0031661751	-0.0000001721	
0.8799980240	-88.0031692536	-0.0000001721	
0.8999980240	-88.0031723319	-0.0000001721	
0.9199980240	-88.0031754098	-0.0000001721	
0.9399980240	-88.0031784875	-0.0000001721	
0.9599980240	-88.0031815648	-0.0000001721	
0.9799980240	-88.0031846419	-0.0000001721	
0.9999980240	-88.0031877187	-0.0000001721	
1.0199980240	-88.0031907953	-0.0000001721	
1.0399980240	-88.0031938715	-0.0000001721	
1.0599980240	-88.0031969475	-0.0000001721	
1.0799980240	-88.0032000231	-0.0000001721	
1.0999980240	-88.0032030985	-0.0000001721	
1.1199980240	-88.0032061736	-0.0000001721	
1.1399980240	-88.0032092484	-0.0000001721	
1.1599980239	-88.0032123230	-0.0000001721	
1.1799980239	-88.0032153972	-0.0000001721	
1.1999980239	-88.0032184712	-0.0000001721	
1.2199980239	-88.0032215448	-0.0000001721	
1.2399980239	-88.0032246182	-0.0000001721	
1.2599980239	-88.0032276913	-0.0000001721	
1.2799980239	-88.0032307641	-0.0000001721	
1.2999980239	-88.0032338367	-0.0000001721	
1.3199980239	-88.0032369089	-0.0000001721	
1.3399980239	-88.0032399809	-0.0000001721	
1.3599980239	-88.0032430526	-0.0000001721	
1.3799980239	-88.0032461240	-0.0000001721	
1.3999980239	-88.0032491951	-0.0000001721	
1.4199980239	-88.0032522659	-0.0000001721	
1.4399980239	-88.0032553364	-0.0000001721	
1.4599980239	-88.0032584067	-0.0000001721	
1.4799980239	-88.0032614767	-0.0000001721	
1.4999980239	-88.0032645464	-0.0000001721	
1.5199980239	-88.0032676158	-0.0000001721	
1.5399980239	-88.0032706849	-0.0000001721	
1.5599980239	-88.0032737537	-0.0000001721	
1.5799980239	-88.0032768223	-0.0000001721	
1.5999980239	-88.0032798905	-0.0000001721	
1.6199980239	-88.0032829585	-0.0000001721	
1.6399980239	-88.0032860262	-0.0000001721	
1.6599980239	-88.0032890936	-0.0000001721	
1.6799980239	-88.0032921608	-0.0000001721	
1.6999980239	-88.0032952276	-0.0000001721	
1.7199980239	-88.0032982942	-0.0000001721	
1.7399980239	-88.0033013604	-0.0000001721	
1.7599980239	-88.0033044264	-0.0000001721	
1.7799980238	-88.0033074921	-0.0000001721	
1.7999980238	-88.0033105576	-0.0000001721	
1.8199980238	-88.0033136227	-0.0000001721	
1.8399980238	-88.0033166876	-0.0000001721	
1.8599980238	-88.0033197521	-0.0000001721	
1.8799980238	-88.0033228164	-0.0000001721	
1.8999980238	-88.0033258804	-0.0000001721	
1.9199980238	-88.0033289441	-0.0000001721	
1.9399980238	-88.0033320076	-0.0000001721	
1.9599980238	-88.0033350707	-0.0000001721	
1.9799980238	-88.0033381336	-0.0000001721	
1.9999980238	-88.0033411962	-0.0000001721	
2.0199980238	-88.0033442585	-0.0000001721	
2.0399980238	-88.0033473205	-0.0000001721	
2.0599980238	-88.0033503822	-0.0000001721	
2.0799980238	-88.0033534437	-0.0000001721	
2.0999980238	-88.0033565048	-0.0000001721	
2.1199980238	-88.0033595657	-0.0000001721	
2.1399980238	-88.0033626263	-0.0000001721	
2.1599980238	-88.0033656866	-0.0000001721	
2.1799980238	-88.0033687467	-0.0000001721	
2.1999980238	-88.0033718064	-0.0000001721	
2.2199980238	-88.0033748659	-0.0000001721	
2.2399980238	-88.0033779251	-0.0000001721	
2.2599980238	-88.0033809840	-0.0000001721	
2.2799980238	-88.0033840426	-0.0000001721	
2.2999980238	-88.0033871009	-0.0000001721	
2.3199980238	-88.0033901590	-0.0000001721	
2.3399980238	-88.0033932167	-0.0000001721	
2.3599980238	-88.0033962742	-0.0000001721	
2.3799980238	-88.0033993314	-0.0000001721	
2.3999980237	-88.0034023883	-0.0000001721	
2.4199980237	-88.0034054449	-0.0000001721	
2.4399980237	-88.0034085013	-0.0000001721	
2.4599980237	-88.0034115573	-0.0000001721	
2.4799980237	-88.0034146131	-0.0000001721	
2.4999980237	-88.0034176686	-0.0000001721	
2.5199980237	-88.0034207238	-0.0000001721	
2.5399980237	-88.0034237788	-0.0000001721	
2.5599980237	-88.0034268334	-0.0000001721	
2.5799980237	-88.0034298878	-0.0000001721	
2.5999980237	-88.0034329419	-0.0000001721	
2.6199980237	-88.0034359957	-0.0000001721	
2.6399980237	-88.0034390492	-0.0000001721	
2.6599980237	-88.0034421024	-0.0000001721	
2.6799980237	-88.0034451554	-0.0000001721	
2.6999980237	-88.0034482080	-0.0000001721	
2.7199980237	-88.0034512604	-0.0000001721	
2.7399980237	-88.0034543125	-0.0000001721	
2.7599980237	-88.0034573643	-0.0000001721	
2.7799980237	-88.0034604159	-0.0000001721	
2.7999980237	-88.0034634671	-0.0000001721	
2.8199980237	-88.0034665181	-0.0000001721	
2.8399980237	-88.0034695688	-0.0000001721	
2.8599980237	-88.0034726192	-0.0000001721	
2.8799980237	-88.0034756693	-0.0000001721	
2.8999980237	-88.0034787192	-0.0000001721	
2.9199980237	-88.0034817687	-0.0000001721	
2.9399980237	-88.0034848180	-0.0000001721	
2.9599980237	-88.0034878670	-0.0000001721	
2.9799980237	-88.0034909157	-0.0000001721	
2.9999980237	-88.0034939641	-0.0000001721	
3.0199980237	-88.0034970123	-0.0000001721	
3.0399980236	-88.0035000601	-0.0000001721	
3.0599980236	-88.0035031077	-0.0000001721	
3.0799980236	-88.0035061550	-0.0000001721	
3.0999980236	-88.0035092020	-0.0000001721	
3.1199980236	-88.0035122488	-0.0000001721	
3.1399980236	-88.0035152952	-0.0000001721	
3.1599980236	-88.0035183414	-0.0000001721	
3.1799980236	-88.0035213873	-0.0000001722	
3.1999980236	-88.0035244329	-0.0000001722	
3.2199980236	-88.0035274782	-0.0000001722	
3.2399980236	-88.0035305233	-0.0000001722	
3.2599980236	-88.0035335680	-0.0000001722	
3.2799980236	-88.0035366125	-0.0000001722	
3.2999980236	-88.0035396567	-0.0000001722	
3.3199980236	-88.0035427006	-0.0000001722	
3.3399980236	-88.0035457442	-0.0000001722	
3.3599980236	-88.0035487876	-0.0000001722	
3.3799980236	-88.0035518306	-0.0000001722	
3.3999980236	-88.0035548734	-0.0000001722	
3.4199980236	-88.0035579159	-0.0000001722	
3.4399980236	-88.0035609582	-0.0000001722	
3.4599980236	-88.0035640001	-0.0000001722	
3.4799980236	-88.0035670417	-0.0000001722	
3.4999980236	-88.0035700831	-0.0000001722	
3.5199980236	-88.0035731242	-0.0000001722	
3.5399980236	-88.0035761650	-0.0000001722	
3.5599980236	-88.0035792056	-0.0000001722	
3.5799980236	-88.0035822458	-0.0000001722	
3.5999980236	-88.0035852858	-0.0000001722	
3.6199980236	-88.0035883255	-0.0000001722	
3.6399980236	-88.0035913649	-0.0000001722	
3.6599980235	-88.0035944040	-0.0000001722	
3.6799980235	-88.0035974428	-0.0000001722	
3.6999980235	-88.0036004814	-0.0000001722	
3.7199980235	-88.0036035197	-0.0000001722	
3.7399980235	-88.0036065577	-0.0000001722	
3.7599980235	-88.0036095954	-0.0000001722	
3.7799980235	-88.0036126328	-0.0000001722	
3.7999980235	-88.0036156700	-0.0000001722	
3.8199980235	-88.0036187068	-0.0000001722	
3.8399980235	-88.0036217434	-0.0000001722	
3.8599980235	-88.0036247797	-0.0000001722	
3.8799980235	-88.0036278158	-0.0000001722	
3.8999980235	-88.0036308515	-0.0000001722	
3.9199980235	-88.0036338870	-0.0000001722	
3.9399980235	-88.0036369222	-0.0000001722	
3.9599980235	-88.0036399571	-0.0000001722	
3.9799980235	-88.0036429917	-0.0000001722	
3.9999980235	-88.0036460260	-0.0000001722	
4.0199980235	-88.0036490601	-0.0000001722	
4.0399980235	-88.0036520939	-0.0000001722	
4.0599980235	-88.0036551274	-0.0000001722	
4.0799980235	-88.0036581606	-0.0000001722	
4.0999980235	-88.0036611935	-0.0000001722	
4.1199980235	-88.0036642262	-0.0000001722	
4.1399980235	-88.0036672585	-0.0000001722	
4.1599980235	-88.0036702906	-0.0000001722	
4.1799980235	-88.0036733224	-0.0000001722	
4.1999980235	-88.0036763540	-0.0000001722	
4.2199980235	-88.0036793852	-0.0000001722	
4.2399980235	-88.0036824162	-0.0000001722	
4.2599980235	-88.0036854469	-0.0000001722	
4.2799980234	-88.0036884773	-0.0000001722	
4.2999980234	-88.0036915074	-0.0000001722	
4.3199980234	-88.0036945373	-0.0000001722	
4.3399980234	-88.0036975668	-0.0000001722	
4.3599980234	-88.0037005961	-0.0000001722	
4.3799980234	-88.0037036251	-0.0000001722	
4.3999980234	-88.0037066538	-0.0000001722	
4.4199980234	-88.0037096823	-0.0000001722	
4.4399980234	-88.0037127105	-0.0000001722	
4.4599980234	-88.0037157383	-0.0000001722	
4.4799980234	-88.0037187659	-0.0000001722	
4.4999980234	-88.0037217933	-0.0000001722	
4.5199980234	-88.0037248203	-0.0000001722	
4.5399980234	-88.0037278471	-0.0000001722	
4.5599980234	-88.0037308735	-0.0000001722	
4.5799980234	-88.0037338997	-0.0000001722	
4.5999980234	-88.0037369257	-0.0000001722	
4.6199980234	-88.0037399513	-0.0000001722	
4.6399980234	-88.0037429767	-0.0000001722	
4.6599980234	-88.0037460017	-0.0000001722	
4.6799980234	-88.0037490265	-0.0000001722	
4.6999980234	-88.0037520511	-0.0000001722	
4.7199980234	-88.0037550753	-0.0000001722	
4.7399980234	-88.0037580993	-0.0000001722	
4.7599980234	-88.0037611229	-0.0000001722	
4.7799980234	-88.0037641463	-0.0000001722	
4.7999980234	-88.0037671695	-0.0000001722	
4.8199980234	-88.0037701923	-0.0000001722	
4.8399980234	-88.0037732149	-0.0000001722	
4.8599980234	-88.0037762371	-0.0000001722	
4.8799980234	-88.0037792591	-0.0000001722	
4.8999980233	-88.0037822808	-0.0000001722	
4.9199980233	-88.0037853023	-0.0000001722	
4.9399980233	-88.0037883234	-0.0000001722	
4.9599980233	-88.0037913443	-0.0000001722	
4.9799980233	-88.0037943649	-0.0000001722	
4.9999980233	-88.0037973852	-0.0000001722	
5.0199980233	-88.0038004053	-0.0000001722	
5.0399980233	-88.0038034250	-0.0000001722	
5.0599980233	-88.0038064445	-0.0000001722	
5.0799980233	-88.0038094637	-0.0000001722	
5.0999980233	-88.0038124827	-0.0000001722	
5.1199980233	-88.0038155013	-0.0000001722	
5.1399980233	-88.0038185197	-0.0000001722	
5.1599980233	-88.0038215377	-0.0000001722	
5.1799980233	-88.0038245555	-0.0000001722	
5.1999980233	-88.0038275731	-0.0000001722	
5.2199980233	-88.0038305903	-0.0000001722	
5.2399980233	-88.0038336073	-0.0000001722	
5.2599980233	-88.0038366240	-0.0000001722	
5.2799980233	-88.0038396404	-0.0000001722	
5.2999980233	-88.0038426565	-0.0000001722	
5.3199980233	-88.0038456723	-0.0000001722	
5.3399980233	-88.0038486879	-0.0000001722	
5.3599980233	-88.0038517032	-0.0000001722	
5.3799980233	-88.0038547182	-0.0000001722	
5.3999980233	-88.0038577329	-0.0000001722	
5.4199980233	-88.0038607474	-0.0000001722	
5.4399980233	-88.0038637616	-0.0000001722	
5.4599980233	-88.0038667755	-0.0000001722	
5.4799980233	-88.0038697891	-0.0000001722	
5.4999980233	-88.0038728024	-0.0000001722	
5.5199980233	-88.0038758155	-0.0000001722	
5.5399980232	-88.0038788282	-0.0000001722	
5.5599980232	-88.0038818407	-0.0000001722	
5.5799980232	-88.0038848530	-0.0000001722	
5.5999980232	-88.0038878649	-0.0000001722	
5.6199980232	-88.0038908766	-0.0000001722	
5.6399980232	-88.0038938879	-0.0000001722	
5.6599980232	-88.0038968990	-0.0000001722	
5.6799980232	-88.0038999099	-0.0000001722	
5.6999980232	-88.0039029204	-0.0000001722	
5.7199980232	-88.0039059307	-0.0000001722	
5.7399980232	-88.0039089407	-0.0000001722	
5.7599980232	-88.0039119504	-0.0000001722	
5.7799980232	-88.0039149598	-0.0000001722	
5.7999980232	-88.0039179690	-0.0000001722	
5.8199980232	-88.0039209778	-0.0000001722	
5.8399980232	-88.0039239864	-0.0000001722	
5.8599980232	-88.0039269948	-0.0000001722	
5.8799980232	-88.0039300028	-0.0000001722	
5.8999980232	-88.0039330105	-0.0000001722	
5.9199980232	-88.0039360180	-0.0000001722	
5.9399980232	-88.0039390252	-0.0000001722	
5.9599980232	-88.0039420322	-0.0000001722	
5.9799980232	-88.0039450388	-0.0000001722	
5.9999980232	-88.0039480452	-0.0000001722	
6.0199980232	-88.0039510513	-0.0000001722	
6.0399980232	-88.0039540571	-0.0000001722	
6.0599980232	-88.0039570626	-0.0000001722	
6.0799980232	-88.0039600679	-0.0000001722	
